satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary
0.43,0.48,2,153,3,0,1,0,accounting,low
0.75,0.51,4,138,4,0,0,0,,medium
0.82,0.97,3,115,2,1,0,0,,low
0.65,0.89,3,151,2,0,0,0,,low
0.39,0.52,2,102,8,0,0,0,,medium
0.91,0.97,4,274,6,0,1,0,technical,low
0.09,0.83,6,295,5,0,1,0,technical,low
0.87,0.5,3,242,2,0,0,0,,low
0.83,0.96,3,179,2,0,0,0,,low
0.83,0.57,4,232,3,0,0,0,,medium
0.85,0.97,4,266,6,0,1,0,product_mng,low
0.69,0.72,4,185,10,1,0,0,,high
0.43,0.88,2,149,4,0,0,0,,medium
0.75,0.59,4,199,2,0,0,0,,low
0.44,0.51,2,150,3,0,1,0,support,low
0.79,0.97,4,243,5,0,1,0,support,medium
0.71,0.5,4,253,3,0,0,0,,medium
0.44,0.56,2,127,3,0,1,0,IT,low
0.95,0.53,3,174,3,0,0,0,,medium
0.41,0.48,2,139,3,0,1,0,technical,low
0.7,0.7,3,162,8,0,0,0,RandD,high
0.1,0.95,7,289,4,0,1,0,IT,low
0.39,0.48,2,160,3,0,1,0,sales,low
0.8,0.85,4,273,5,0,1,0,management,low
0.4,0.52,2,155,3,0,1,0,marketing,low
0.93,0.87,4,139,8,0,0,0,technical,medium
0.74,0.54,5,216,3,0,1,0,sales,low
0.81,0.93,5,265,6,0,1,0,technical,low
0.99,0.51,4,232,3,0,0,0,RandD,low
0.1,0.94,7,264,4,0,1,0,IT,medium
0.1,0.93,6,243,4,0,1,0,product_mng,low
0.52,0.96,5,251,2,1,0,0,sales,low
0.71,0.69,4,222,4,0,0,0,sales,medium
0.53,0.66,3,191,3,0,0,0,IT,high
0.43,0.48,2,136,3,0,1,0,RandD,high
0.98,0.99,4,261,10,1,0,0,sales,low
0.41,0.56,2,133,3,0,1,0,support,low
0.78,0.89,3,253,3,0,0,0,support,high
0.87,0.94,5,219,5,0,1,0,marketing,low
0.38,0.55,2,158,3,0,1,0,support,low
0.7,0.82,3,178,3,0,0,0,IT,low
0.77,0.99,5,228,5,0,1,0,support,low
0.35,0.69,3,141,2,1,0,0,support,low
0.78,0.82,5,247,3,0,0,0,sales,low
0.75,0.51,2,215,2,1,0,0,sales,low
0.58,0.69,3,146,4,0,0,0,support,low
0.61,0.86,4,196,4,0,1,0,hr,low
0.67,0.4,4,274,3,0,0,0,sales,low
0.82,0.63,5,177,3,0,0,0,IT,low
0.09,0.94,7,247,4,0,1,0,sales,medium
0.64,0.55,3,246,2,0,0,1,marketing,high
0.54,0.98,3,197,3,0,0,0,technical,low
0.33,0.7,5,271,4,0,0,0,RandD,low
0.89,0.83,5,267,4,0,0,0,technical,low
0.09,0.77,6,290,4,0,1,0,technical,medium
0.54,0.7,5,239,5,0,0,0,RandD,medium
0.48,0.59,5,235,3,0,0,0,product_mng,low
0.94,0.95,5,170,3,0,0,0,support,medium
0.92,0.94,4,219,5,0,1,0,technical,low
0.81,0.61,5,231,2,0,0,0,RandD,medium
0.42,0.5,2,141,3,0,1,0,sales,medium
0.43,0.53,2,136,3,0,1,0,sales,medium
0.5,0.92,4,266,7,0,0,0,product_mng,medium
0.79,0.94,4,232,5,0,1,0,technical,medium
0.75,0.93,3,247,2,0,0,0,technical,high
0.42,0.51,2,136,3,0,1,0,technical,medium
0.37,0.45,2,131,3,0,1,0,sales,low
0.76,0.89,5,262,5,0,1,0,sales,low
0.5,0.64,2,170,8,0,0,0,sales,low
0.59,0.62,3,178,4,0,0,0,technical,medium
0.52,0.69,5,208,8,1,0,0,RandD,low
0.41,0.46,2,156,3,1,1,0,sales,low
0.61,0.89,4,242,2,0,0,0,management,medium
0.72,0.84,5,257,5,0,1,0,technical,medium
0.15,0.81,5,280,3,1,0,0,RandD,high
0.4,0.52,2,143,3,0,1,0,sales,medium
0.74,0.89,5,232,6,0,1,0,technical,medium
0.39,0.53,2,141,3,0,1,0,sales,medium
0.45,0.53,2,131,3,0,1,0,support,medium
0.66,0.91,5,248,4,0,1,0,management,low
0.14,0.76,4,142,10,0,0,0,management,high
0.93,0.8,4,248,3,0,0,0,sales,low
0.4,0.56,2,131,3,0,1,0,IT,low
0.71,0.57,3,209,2,0,0,0,technical,medium
0.52,0.52,4,168,3,0,0,0,product_mng,medium
0.75,0.96,3,252,3,0,0,0,technical,medium
0.89,0.99,2,258,3,0,0,0,sales,medium
0.82,0.93,4,185,2,0,0,0,RandD,medium
0.39,0.51,2,151,3,0,1,0,hr,medium
0.73,1,5,230,5,0,1,0,sales,low
0.78,0.98,5,263,6,0,1,0,sales,low
0.42,0.46,2,135,3,0,1,0,technical,low
0.13,0.69,4,127,4,0,0,0,sales,high
0.54,0.93,4,161,4,1,0,0,hr,low
0.58,0.8,4,113,3,0,0,0,IT,medium
0.09,0.93,6,255,4,0,1,0,RandD,medium
0.43,0.53,2,145,3,0,1,0,IT,low
0.39,0.36,3,168,3,1,0,0,sales,low
0.45,0.51,2,155,3,1,1,0,sales,medium
0.63,0.57,4,177,3,1,0,0,sales,low
0.57,0.67,5,235,2,0,0,0,product_mng,low
0.55,0.78,4,261,3,0,0,0,management,high
0.38,0.55,2,130,3,0,1,0,technical,low
0.36,0.56,2,132,3,0,1,0,IT,medium
0.4,0.45,2,140,3,0,1,0,IT,low
0.62,0.6,3,171,2,0,0,0,sales,low
0.68,0.56,4,272,3,0,0,0,sales,low
0.65,0.61,5,167,8,0,0,0,sales,low
0.21,0.58,7,203,5,0,1,0,support,medium
0.3,0.89,5,257,5,0,1,0,RandD,low
0.45,0.55,4,206,2,0,0,0,sales,low
0.39,0.51,2,132,3,0,1,0,support,medium
0.58,0.74,4,215,3,0,0,0,sales,low
0.79,0.61,5,96,4,0,0,0,marketing,medium
0.68,0.51,3,259,3,0,0,0,support,medium
0.64,0.38,5,122,4,0,0,0,sales,low
0.84,0.88,5,237,5,0,1,0,technical,low
0.81,0.87,4,254,5,0,1,0,marketing,low
0.79,0.82,4,220,3,0,0,0,sales,medium
0.81,0.47,4,153,7,0,0,0,product_mng,low
0.72,0.8,5,244,3,0,0,0,IT,medium
0.89,1,4,237,5,0,1,0,support,medium
0.14,0.58,4,275,10,0,0,0,sales,medium
0.53,0.99,3,223,10,0,0,0,marketing,low
0.83,0.88,5,239,5,0,1,0,support,low
0.37,0.47,2,152,3,0,1,0,product_mng,low
0.89,0.82,4,243,5,0,1,0,sales,medium
0.55,0.92,3,198,3,0,0,0,sales,low
0.27,0.76,4,108,10,0,0,0,sales,medium
0.11,0.97,6,254,4,0,1,0,accounting,high
0.38,0.5,2,151,3,1,1,0,hr,low
0.79,0.86,5,226,5,0,1,0,sales,medium
0.77,0.87,5,266,5,0,1,0,accounting,medium
0.21,0.61,3,173,2,0,0,0,RandD,low
0.6,0.85,3,242,2,0,0,0,IT,low
0.7,0.54,5,263,3,0,0,0,technical,low
0.42,0.48,2,140,3,0,1,0,sales,low
0.83,0.89,5,141,3,1,0,0,product_mng,low
0.92,0.94,5,307,5,0,1,0,IT,low
0.57,0.65,5,177,2,0,0,0,IT,high
0.98,0.77,3,134,2,1,0,0,sales,low
0.44,0.46,2,143,3,0,1,0,IT,low
0.39,0.55,2,152,3,1,1,0,sales,medium
0.52,0.61,4,187,4,1,0,0,sales,medium
0.44,0.55,2,130,3,1,1,0,product_mng,low
0.61,0.97,3,137,3,0,0,0,accounting,low
0.64,0.96,4,152,5,0,0,0,sales,medium
0.49,0.69,2,188,4,0,0,0,sales,medium
0.41,0.46,2,160,3,0,1,1,sales,low
0.51,0.92,3,224,3,0,0,0,accounting,medium
0.68,0.79,4,184,3,0,0,0,marketing,low
0.98,0.74,3,164,3,0,0,0,sales,medium
0.45,0.56,2,146,3,0,1,0,technical,medium
0.24,0.62,5,169,4,0,0,0,support,medium
0.61,0.6,3,255,2,0,0,0,RandD,medium
0.66,0.89,4,173,4,0,0,0,support,low
0.88,1,5,247,5,0,1,0,sales,medium
0.42,0.94,5,227,5,0,0,0,sales,medium
0.55,0.81,3,239,8,0,0,0,accounting,high
0.45,0.47,2,150,3,0,1,0,sales,low
0.73,0.93,5,229,5,0,1,0,technical,medium
0.6,0.56,2,203,4,0,0,0,technical,low
0.45,0.55,2,129,3,0,1,0,support,medium
0.66,0.65,3,272,10,0,0,0,IT,medium
0.63,0.48,4,180,4,0,0,0,management,high
0.1,0.85,7,279,4,0,1,0,RandD,medium
0.77,0.98,3,286,6,0,0,0,management,high
0.49,0.77,3,211,3,0,0,0,IT,high
0.63,0.48,4,179,3,0,0,0,marketing,low
0.78,0.57,4,157,3,0,0,0,accounting,low
0.37,0.46,2,127,3,0,1,0,IT,medium
0.43,0.48,2,147,3,0,1,0,IT,medium
0.44,0.54,2,151,3,0,1,0,management,low
0.98,0.88,5,232,3,0,0,0,marketing,low
0.45,0.39,2,167,3,0,0,0,support,medium
0.63,0.99,3,247,3,0,0,0,sales,medium
0.09,0.9,6,295,4,0,1,0,accounting,low
0.09,0.85,6,289,4,0,1,0,hr,high
0.39,0.48,2,154,3,0,1,0,technical,low
0.84,0.93,5,236,5,0,1,0,support,medium
0.86,0.62,4,186,3,0,0,0,product_mng,low
0.09,0.97,7,254,4,1,1,0,RandD,medium
0.81,0.97,5,243,5,0,1,0,support,medium
1,0.92,5,161,3,1,0,0,support,low
0.91,0.98,3,259,4,0,0,0,technical,low
0.56,0.9,3,235,2,0,0,0,technical,medium
0.11,0.93,6,276,4,0,1,0,sales,low
0.36,0.56,2,140,3,0,1,0,technical,medium
0.78,0.81,3,222,2,0,1,0,sales,low
0.82,0.94,5,232,5,1,1,0,IT,medium
0.73,0.57,3,146,2,0,0,0,product_mng,low
0.76,0.56,3,179,3,1,0,0,sales,low
0.59,0.83,3,156,2,0,0,0,sales,medium
0.6,0.99,3,187,2,0,0,0,RandD,low
0.51,0.48,5,136,4,0,0,0,management,low
0.43,0.47,2,137,3,0,1,0,hr,medium
0.61,0.79,5,230,10,0,0,0,management,high
0.54,0.56,4,260,3,0,1,0,sales,medium
0.86,0.91,4,147,3,0,0,0,technical,medium
0.74,0.5,5,131,3,0,0,0,accounting,low
0.49,0.65,4,233,7,0,0,0,sales,medium
0.68,0.41,4,254,5,0,0,0,product_mng,low
0.89,0.92,5,242,5,0,1,0,sales,low
0.6,0.65,2,225,10,0,0,0,management,high
0.45,0.63,5,111,5,0,0,0,management,medium
0.57,0.6,2,163,3,0,0,0,sales,medium
0.41,0.54,2,152,3,0,1,0,sales,medium
0.87,0.83,4,265,6,0,1,0,sales,low
0.69,0.75,3,253,3,0,0,0,management,high
0.41,0.57,2,154,3,0,1,0,IT,medium
0.97,0.84,4,177,6,0,0,0,technical,low
0.99,0.68,5,264,10,1,0,0,support,medium
0.57,0.72,3,202,3,1,0,0,support,medium
0.53,0.91,4,167,4,0,0,0,management,high
0.61,0.41,3,138,3,0,0,0,support,low
0.09,0.93,6,271,4,0,1,0,accounting,medium
0.79,1,4,218,5,0,1,0,sales,low
0.78,0.9,5,158,3,0,0,0,sales,low
0.45,0.49,2,151,3,0,1,0,hr,low
0.91,0.89,2,219,4,0,0,0,technical,low
0.69,0.89,4,174,2,0,0,0,technical,low
0.93,0.66,4,242,4,0,0,0,support,low
0.11,0.9,6,264,4,0,1,0,technical,medium
0.64,0.6,3,143,3,0,0,0,technical,medium
0.14,0.58,3,179,5,0,0,0,support,low
0.37,0.72,3,121,2,0,0,0,sales,low
0.91,0.77,3,195,7,0,0,0,sales,medium
0.8,0.95,5,217,5,0,1,0,support,low
0.11,0.94,6,266,4,0,1,0,support,low
0.62,0.73,3,245,4,0,0,0,IT,low
0.41,0.51,2,144,3,0,1,0,RandD,low
0.4,0.48,2,138,3,0,1,0,marketing,medium
0.56,0.52,3,243,3,0,0,0,sales,low
0.1,0.87,6,307,4,0,1,0,product_mng,high
0.91,0.97,5,233,5,0,1,0,hr,
0.54,0.74,3,185,4,0,0,0,sales,
0.39,0.49,2,127,3,0,1,0,IT,
0.44,0.53,2,152,3,0,1,0,IT,
0.71,0.76,5,172,2,1,0,0,support,
0.79,0.56,3,149,10,0,0,0,product_mng,
0.37,0.53,2,126,3,0,1,0,sales,
0.11,0.93,7,284,4,0,1,0,technical,
0.11,0.89,6,254,4,0,1,0,technical,
0.37,0.56,2,156,3,0,1,0,sales,
0.9,0.82,5,259,5,0,1,0,support,
0.42,0.57,2,134,3,0,1,0,product_mng,
0.85,0.54,3,139,3,0,0,0,sales,
0.37,0.47,2,141,3,0,1,0,technical,
0.28,0.59,6,281,3,0,0,0,product_mng,
0.37,0.57,2,157,3,0,1,0,RandD,low
0.97,0.5,3,216,3,0,0,0,IT,low
0.86,0.72,3,217,3,0,0,0,sales,low
0.15,0.63,7,229,3,0,1,0,marketing,low
0.53,0.73,3,163,3,1,0,0,IT,low
0.89,0.87,5,255,5,0,1,0,RandD,medium
0.97,0.94,4,253,3,0,0,0,support,medium
0.83,0.93,5,257,5,0,1,0,technical,low
0.63,0.98,4,187,3,0,0,0,management,high
0.44,0.49,2,154,3,0,1,0,support,low
0.11,0.92,6,281,4,0,1,0,sales,medium
0.94,0.67,4,191,3,1,0,0,product_mng,high
0.38,0.49,2,135,3,0,1,0,accounting,low
0.91,0.56,4,158,3,0,0,0,technical,medium
0.77,0.87,4,150,4,0,1,0,product_mng,low
0.1,0.94,6,260,4,0,1,0,sales,low
0.4,0.53,2,151,3,0,1,0,marketing,low
0.74,0.7,4,273,3,0,0,0,sales,medium
0.4,0.46,2,155,3,0,1,0,support,medium
0.42,0.46,2,132,3,0,1,0,sales,low
0.77,0.82,3,153,3,1,0,0,technical,medium
0.13,0.89,4,249,6,1,0,0,support,medium
0.42,0.47,2,145,3,0,1,0,sales,low
0.51,0.8,4,198,6,0,0,0,marketing,medium
0.5,0.63,3,172,2,0,0,0,RandD,medium
0.72,0.54,4,219,2,0,0,0,technical,medium
0.49,0.91,4,134,4,0,0,0,accounting,low
0.79,0.74,5,172,2,0,0,0,product_mng,low
0.97,0.81,3,249,2,0,0,0,sales,low
0.63,0.93,5,163,3,0,1,0,hr,medium
0.09,0.8,7,283,5,0,1,0,technical,low
0.46,0.86,2,212,4,0,1,0,sales,medium
0.19,0.61,4,127,8,0,0,0,sales,low
0.83,1,5,269,5,0,1,0,IT,medium
0.44,0.45,2,156,3,0,1,0,hr,medium
0.51,0.8,5,268,3,0,0,0,RandD,medium
0.77,0.63,4,236,7,0,0,0,IT,medium
0.38,0.49,2,128,3,0,1,0,technical,low
0.94,0.51,6,239,5,0,0,0,sales,medium
0.73,0.54,4,167,3,0,0,0,IT,medium
0.9,0.99,5,260,5,0,1,0,sales,low
0.63,0.65,3,190,10,0,0,0,sales,medium
0.8,0.9,4,136,3,0,0,0,technical,low
0.74,0.99,4,276,5,0,1,0,support,low
0.1,0.89,5,270,4,0,1,0,IT,medium
0.44,0.55,2,137,3,0,1,0,RandD,low
0.5,0.95,5,207,3,0,0,0,technical,low
0.11,0.87,5,271,4,0,1,0,sales,low
0.11,0.95,6,286,4,0,1,0,technical,medium
0.67,0.72,2,134,10,0,0,0,management,high
0.74,0.48,5,144,3,0,0,0,sales,medium
0.68,0.6,2,192,6,0,0,0,support,low
0.72,0.87,3,238,3,0,0,0,IT,medium
0.11,0.85,7,302,4,0,1,0,sales,low
0.09,0.81,6,257,4,0,1,0,support,
0.77,0.71,5,250,3,1,0,0,sales,
0.89,0.68,3,175,2,0,0,0,sales,
0.11,0.81,6,260,4,0,1,0,sales,
0.94,0.82,3,187,3,0,0,0,sales,
0.11,0.96,6,301,5,0,1,0,technical,
0.11,0.96,6,262,4,1,1,0,technical,
0.11,0.93,6,282,4,0,1,0,sales,
0.61,0.96,3,214,2,0,0,0,IT,
0.37,0.49,2,148,3,0,1,0,sales,low
0.43,0.53,2,160,3,0,1,0,support,low
0.62,0.97,2,271,3,0,0,0,sales,low
0.78,0.45,4,128,2,0,1,0,sales,low
0.9,0.98,4,257,3,0,0,0,IT,low
0.82,0.98,5,234,5,0,1,0,marketing,medium
0.37,0.48,2,160,3,0,1,0,product_mng,low
0.52,0.73,2,233,3,0,0,0,technical,medium
0.51,0.64,3,267,2,0,0,0,sales,low
0.73,0.72,4,197,3,0,0,0,support,low
0.56,0.88,3,174,3,0,0,0,hr,low
0.95,0.69,3,225,2,0,0,0,technical,high
0.93,0.94,4,188,3,0,0,0,support,medium
0.48,0.56,2,151,3,0,0,0,hr,medium
0.37,0.48,2,129,3,0,1,0,support,low
0.6,0.42,2,109,6,0,0,0,sales,low
0.38,0.52,2,128,3,0,1,0,sales,medium
0.5,0.91,5,224,2,1,0,0,management,medium
0.53,0.67,4,238,2,0,0,0,sales,medium
0.14,0.51,5,173,4,0,0,0,support,medium
0.21,0.5,5,255,5,0,0,0,technical,medium
0.11,0.82,6,304,4,1,1,0,accounting,low
0.65,0.86,5,250,3,0,0,0,IT,low
0.81,0.8,4,229,2,0,0,0,sales,medium
0.4,0.55,2,147,3,0,1,0,support,low
0.53,0.51,4,240,2,0,0,0,marketing,low
0.49,0.77,4,218,2,0,0,0,technical,low
0.76,0.86,5,223,5,1,1,0,product_mng,medium
0.86,0.7,5,160,3,0,0,0,technical,medium
0.64,0.67,2,223,3,0,0,0,product_mng,medium
0.57,0.7,4,237,6,0,0,0,accounting,low
0.66,0.67,2,255,3,0,1,0,technical,low
0.9,0.82,3,133,8,0,0,0,marketing,medium
0.09,0.78,6,263,4,0,1,0,technical,low
0.86,0.93,5,241,5,1,1,0,support,low
0.82,0.89,4,237,3,0,0,0,support,medium
0.76,0.73,3,158,2,0,0,0,technical,low
0.45,0.48,2,158,3,0,1,0,technical,low
0.33,0.45,6,239,3,0,0,0,sales,low
0.91,0.82,2,241,3,0,0,0,sales,medium
0.1,0.91,6,246,4,0,1,0,hr,medium
0.5,0.71,4,163,8,0,0,1,hr,medium
0.74,0.99,2,277,3,0,1,0,IT,medium
0.38,0.45,2,156,3,0,1,0,sales,medium
0.41,0.49,2,147,3,0,1,0,sales,low
1,0.66,4,180,3,0,0,0,technical,low
0.72,0.66,3,152,2,0,0,0,marketing,low
0.4,0.46,2,127,3,0,1,0,hr,medium
0.86,0.98,3,158,5,0,1,0,sales,low
0.88,0.68,4,274,4,0,0,0,sales,medium
0.37,0.46,2,155,3,0,1,0,marketing,medium
0.69,0.9,2,155,2,0,0,0,technical,low
0.09,0.83,6,255,4,0,1,0,sales,low
0.75,0.66,5,234,2,0,0,0,management,high
0.73,0.97,5,217,6,0,1,0,support,medium
0.4,0.89,2,165,3,0,0,0,IT,medium
0.42,0.69,3,126,2,0,0,0,sales,low
0.09,0.87,7,295,4,0,1,0,product_mng,low
0.36,0.55,2,152,3,0,1,0,IT,low
0.86,0.79,3,242,2,0,0,0,support,low
0.87,0.81,5,304,5,0,1,0,product_mng,low
0.44,0.66,6,134,8,0,0,0,RandD,high
0.11,0.87,6,280,4,0,1,0,technical,low
0.39,0.51,2,137,3,0,1,0,technical,low
0.75,0.87,4,193,3,0,0,0,sales,medium
0.86,0.57,3,162,7,0,0,0,sales,medium
0.09,0.94,6,308,4,0,1,0,technical,low
0.38,0.44,3,137,3,0,0,0,sales,medium
0.5,0.89,5,222,3,0,0,0,sales,low
0.37,0.57,2,155,3,0,1,0,support,low
0.67,0.52,2,102,6,0,0,0,technical,low
0.45,0.53,2,159,3,0,1,0,sales,low
0.4,0.46,2,160,3,0,1,0,technical,low
0.61,0.97,6,286,4,0,0,0,product_mng,medium
0.1,0.84,6,283,4,1,1,0,technical,low
0.95,0.63,3,153,2,0,0,0,sales,low
0.93,0.98,3,241,3,0,0,0,IT,medium
0.43,0.56,6,149,4,0,1,0,product_mng,low
0.11,0.88,6,253,4,0,1,0,support,low
0.76,0.8,5,217,2,0,0,0,sales,medium
0.61,0.49,3,275,2,0,0,0,product_mng,low
0.51,0.86,3,182,10,0,0,0,sales,low
0.36,0.55,2,138,3,0,1,0,support,medium
0.57,0.61,3,243,3,0,0,0,IT,medium
0.75,0.89,4,228,5,0,1,0,support,low
0.41,0.53,2,157,3,0,1,0,sales,low
0.61,0.82,4,184,8,0,0,0,IT,low
0.54,0.61,4,118,5,0,0,0,support,low
0.39,0.54,2,149,3,0,1,0,sales,low
0.48,0.69,4,245,3,0,0,0,management,medium
0.49,0.49,3,104,7,0,0,0,product_mng,high
0.45,0.47,2,135,3,0,1,0,RandD,medium
0.91,0.8,5,169,4,0,0,0,sales,low
0.92,0.64,2,104,7,0,0,0,product_mng,low
0.1,0.83,6,293,4,0,1,0,product_mng,low
0.89,0.92,5,237,5,0,1,0,sales,medium
0.9,1,5,221,6,0,1,0,sales,medium
0.36,0.49,2,133,3,0,1,0,hr,medium
0.1,0.82,6,269,4,0,1,0,support,low
0.72,0.51,3,235,2,0,0,0,sales,low
0.42,0.46,2,150,3,0,1,0,sales,medium
0.45,0.5,2,147,3,0,1,0,sales,low
0.16,0.68,5,149,7,1,0,0,sales,medium
0.74,0.87,5,258,5,0,1,0,accounting,low
0.11,0.83,6,253,4,0,1,0,support,low
0.39,0.54,2,149,3,0,1,0,RandD,low
0.71,0.9,3,262,2,1,0,0,product_mng,low
0.69,0.61,5,229,3,0,0,0,technical,medium
0.14,0.55,6,175,5,0,1,0,IT,medium
0.45,0.54,2,131,3,0,1,0,sales,medium
0.82,0.82,5,285,2,1,0,0,IT,low
0.92,0.92,3,159,3,0,0,0,IT,low
0.89,0.95,4,141,3,0,0,0,accounting,low
0.78,0.89,5,274,6,0,1,0,support,medium
0.11,0.87,6,255,4,0,1,0,sales,low
0.7,0.68,3,150,3,0,0,0,support,low
0.09,0.97,7,262,4,0,1,0,technical,low
0.33,0.88,6,219,5,0,1,0,support,low
0.97,0.8,3,169,3,0,0,0,marketing,low
0.57,0.85,4,219,2,1,1,0,sales,medium
0.62,0.61,3,266,2,0,0,0,management,high
0.74,0.91,4,232,5,0,1,0,technical,medium
0.59,0.59,4,197,7,0,0,0,IT,medium
0.64,0.54,3,166,2,0,0,0,support,medium
0.61,0.97,3,148,3,0,0,0,RandD,low
0.72,0.79,5,260,2,0,0,0,technical,low
0.53,0.69,4,216,2,0,0,0,hr,low
0.1,0.8,7,281,4,0,1,0,technical,low
0.44,0.56,2,142,3,0,1,0,hr,low
0.11,0.85,6,299,4,0,1,0,support,medium
0.49,0.58,5,186,2,0,0,0,IT,high
0.24,0.5,5,174,4,0,0,0,management,low
0.34,0.87,6,175,4,0,0,0,RandD,low
0.98,0.96,5,139,3,0,0,0,support,medium
0.87,0.9,5,258,5,0,1,0,support,low
0.46,0.57,4,275,3,0,0,0,sales,high
0.11,0.79,6,281,4,0,1,0,support,medium
0.71,0.66,3,268,4,0,0,0,marketing,high
0.74,0.64,4,268,3,0,0,0,sales,low
0.65,0.84,3,154,3,0,0,0,support,high
0.51,0.65,4,269,3,0,0,0,support,medium
0.09,0.9,6,256,4,0,1,0,support,low
0.66,0.76,3,139,5,0,0,0,sales,low
0.39,0.46,2,159,3,0,1,0,sales,medium
0.1,0.93,7,305,4,0,1,0,technical,medium
0.81,0.93,5,270,5,0,1,0,technical,medium
0.61,0.81,4,134,3,0,0,0,sales,medium
0.84,0.79,6,140,2,0,0,0,accounting,high
0.54,0.96,4,248,3,0,0,0,sales,low
0.42,0.48,2,132,3,0,1,0,hr,low
0.17,0.59,3,197,5,0,0,0,IT,low
0.74,0.97,4,228,5,0,1,0,hr,low
0.94,0.7,5,147,2,0,0,0,support,medium
0.5,0.7,3,274,3,0,0,0,marketing,low
0.87,0.9,3,307,5,0,1,0,technical,low
0.14,0.77,4,166,5,0,0,0,sales,low
0.87,0.57,4,227,3,0,0,0,product_mng,low
0.37,0.52,2,141,3,0,1,0,sales,low
0.97,0.83,4,202,3,0,0,0,sales,low
0.55,0.81,4,260,2,0,0,0,sales,low
0.74,0.87,5,242,5,0,1,0,support,medium
0.1,0.95,6,256,4,0,1,0,technical,medium
0.43,0.47,2,128,3,0,1,0,technical,medium
0.49,0.63,3,181,3,1,0,0,product_mng,medium
0.43,0.45,2,135,3,0,1,0,marketing,low
0.85,0.91,5,226,5,0,1,0,management,medium
0.43,0.46,2,186,2,0,0,0,product_mng,low
0.44,0.48,2,148,3,0,1,0,sales,low
1,0.72,5,194,7,1,0,0,sales,medium
0.79,0.89,5,239,5,0,1,0,sales,low
0.1,0.81,7,291,4,0,1,0,sales,high
0.9,0.98,5,271,5,0,1,0,technical,low
0.38,0.46,2,155,3,0,1,0,sales,low
0.66,0.63,6,223,6,0,0,0,sales,medium
0.63,0.86,4,271,3,1,0,0,support,medium
0.2,0.7,6,281,5,0,1,0,sales,medium
0.6,0.52,3,183,2,0,0,0,support,low
0.44,0.54,2,139,3,0,1,0,support,medium
0.42,0.48,2,148,3,1,1,0,RandD,low
0.37,0.63,4,153,3,1,0,0,sales,medium
0.37,0.47,2,149,3,0,1,0,IT,medium
0.11,0.88,6,290,4,0,1,0,hr,low
0.76,0.93,3,266,3,1,0,0,marketing,low
0.17,0.55,4,194,3,0,0,0,product_mng,low
0.54,0.77,4,271,3,0,0,0,support,medium
0.1,0.96,6,264,4,0,1,0,management,medium
0.43,0.54,2,150,3,0,1,0,hr,low
0.73,0.87,5,257,5,0,1,0,IT,low
0.38,0.55,2,160,3,0,1,0,technical,low
0.29,0.37,6,187,10,1,0,0,sales,high
0.46,0.46,2,145,3,0,1,0,IT,high
0.1,0.77,6,247,4,0,1,0,sales,low
0.63,0.61,5,186,10,0,0,0,technical,low
0.88,0.67,5,260,3,1,0,0,RandD,low
0.67,0.99,4,247,3,1,0,0,RandD,low
0.66,0.93,5,253,5,0,1,0,product_mng,low
0.68,0.51,4,176,4,1,0,0,sales,low
0.92,0.92,4,245,5,0,1,0,sales,low
0.2,0.58,3,209,5,0,0,0,hr,medium
0.43,0.5,2,137,3,0,1,0,support,medium
0.11,0.78,6,260,4,0,1,0,hr,medium
0.36,0.47,2,136,3,0,1,0,accounting,low
0.49,0.5,4,187,5,1,0,0,support,medium
0.78,0.59,3,212,2,0,0,0,technical,low
0.46,0.49,2,148,3,0,1,0,sales,low
0.11,0.79,6,264,4,0,1,0,technical,low
0.6,0.8,4,146,2,0,0,0,product_mng,medium
0.46,0.53,2,161,3,0,1,0,sales,low
0.51,0.53,3,201,2,0,0,0,sales,low
0.54,0.83,4,201,8,1,0,0,sales,medium
0.81,0.95,5,238,6,0,1,0,technical,low
0.91,0.61,2,272,2,0,0,0,sales,low
0.44,0.46,2,157,3,0,1,0,sales,medium
0.52,0.64,5,258,2,0,0,0,support,medium
0.57,0.39,4,132,3,0,0,0,product_mng,high
0.53,0.72,2,172,5,0,0,0,sales,low
0.81,0.83,5,269,6,0,1,0,technical,medium
0.36,0.49,2,147,3,0,1,0,marketing,low
0.24,0.46,7,224,5,0,1,0,accounting,medium
0.41,0.48,2,130,3,0,1,0,support,high
0.74,0.74,4,233,2,0,0,0,sales,medium
0.7,0.52,4,255,3,0,0,0,RandD,medium
0.1,0.83,6,264,4,1,1,0,sales,medium
0.16,0.97,6,235,3,0,0,0,technical,low
0.36,0.52,2,147,3,0,1,0,sales,medium
0.46,0.49,2,138,3,0,1,0,support,low
0.77,0.71,4,223,3,0,0,0,sales,high
0.99,0.61,3,167,3,0,0,0,sales,medium
0.77,0.76,6,263,6,0,0,0,sales,low
0.15,0.56,6,140,5,0,0,0,support,medium
0.78,0.86,5,260,6,0,1,0,marketing,low
0.89,0.48,3,178,5,0,1,0,accounting,low
0.87,0.88,5,262,6,0,1,0,sales,low
0.65,0.98,3,283,2,1,0,0,technical,low
0.11,0.95,6,285,4,0,1,0,technical,low
0.6,0.83,3,230,3,0,0,0,support,medium
0.57,0.81,3,142,2,0,0,0,hr,medium
0.99,0.66,3,181,2,0,0,0,IT,medium
